GeneID	Length	accepted_hitsCHS1.bam	accepted_hitsCHS2.bam	accepted_hitsFHS1.bam	accepted_hitsFHS2.bam	accepted_hitsCC1.bam	accepted_hitsCC2.bam	accepted_hitsFC1.bam	accepted_hitsFC2.bam
807D8EE63224C2BF31FE17B93B7D1079	19694	19	0	7	13	38	5	26	8
086C731CC0612BB1872987BBC662EBBB	693	13	0	5	9	34	4	19	7
04CE134B8CE8D45DAF38C2D3AF3CA40E	102	0	1	1	0	0	0	0	0
AE2244A087360F6EF82CF1F14C7D4C17	1731	797	345	497	534	1219	975	857	718
431BEA1528873415267C51C9890538B3	1620	789	335	488	532	1200	968	846	707
8D97BFB6AE4D2CDA76B75990891176A2	1495	789	335	488	532	1200	968	846	707
FFBE6CBD4FFDC1AE70B6E3ADA11BFD07	1230	1	2	3	5	7	6	4	2
5964E2F9D891DE7D3FC94A6F3D1C7140	2969	5	4	4	9	10	12	9	8
B8FF69B710435807F98B075C55B278DB	2721	0	2	1	2	2	1	1	3
5CCF822968A3F5C902811177E9E67C23	2728	5	4	4	9	10	12	9	8
FD6F0D17CF8136BE6083AACE8C876D69	2629	0	2	1	2	2	1	1	3
C3C31746337A30AB47492B0B7A6A8144	2916	476	381	472	388	1246	1458	932	773
083D88B83EC267E4526469DE4887532A	3357	476	385	475	390	1248	1463	935	778
98F0AE5DAE3E56A8B373EE5CAE67B82E	2398	543	419	546	433	1334	1574	1018	866
320ED815FC55029752C5BA90D12CC235	2538	474	379	472	386	1244	1453	928	770
C0C29CD051F2EE15474DCACD1152A970	3642	476	382	475	391	1248	1463	936	779
25C84CFCF0D2F3F50E9C30B6ADAE8816	2306	474	379	472	386	1244	1450	928	770
2FEC4F525551B1FA52A3C93EB8C12A25	3870	476	385	475	391	1248	1464	936	779
C37846FB4AFBC1C08C6C3BE91FD35834	3129	476	382	475	390	1248	1462	935	778
0B5F781E3F203F6B21059EBCC2DB60DA	1584	11	21	16	19	46	47	41	42
567C430554AFF38539D815467D57E705	2950	49	62	54	70	94	125	93	88
5690907C7718EF29351C91C7F85B1D49	552	5901	5649	7480	9669	6527	15817	8051	8090
A353A799221227F1C075C2E0F8611143	1039	674	481	826	1147	1183	1426	1047	1254
6EC1AC283EF62FBD823BA8C145A90EF9	1468	1049	724	1137	1371	1779	1964	1612	1801
AECBCC0CFAE0F8E798C0B44B61E7F7A6	1728	864	694	1090	1351	979	1052	779	1010
1FA702228BBCEC7058CFC1E6E7291029	3783	421	302	376	473	308	334	222	276
84161B87081E6EED985EBA14BDABD120	3690	421	302	376	473	308	334	222	276
0B964536A49ADBE88EB2DB6E82D9F3DB	10231	421	306	376	473	309	334	224	277
1D7308A6D802F7B91311D4ABB288FF46	1863	373	209	371	547	992	1117	1102	1148
B585C872BD368F5B28ABE55BB991B498	2721	466	310	551	758	709	938	715	965
26D8D7727C6DFCFFA93010DFEAA6040F	1707	1025	324	752	647	1651	381	917	538
B673AF88096E5CFEBF29BE78CC2541D9	1953	0	0	0	0	0	0	0	0
5E1A761CE0908E79DE2A89976BE90B77	1045	338	196	264	393	912	394	435	393
5315BD1BFAF26BEF082E2E89E0FDB5EA	1817	35	8	14	35	90	22	105	26
E01A0926B73E187B7BB2057CB562DAC3	3063	39	10	15	38	101	23	115	28
56903C509B02E840E81E0E9DE95A2585	2478	39	10	15	38	100	23	115	27
DC3674E26F84F91EAFCBF3725B1317CD	2530	120	113	121	123	145	106	93	126
4C800FDC0377A8F2AF733779402C8840	1266	80	29	55	36	99	51	68	40
9170AC5BC0E04EB4C382D2B7933B7559	875	131	45	135	172	238	239	284	271
56B27BB43D58AAF876E1D866B5415BA7	2717	215	145	225	309	388	398	289	346
BD8EDFE1B6D233EA97F75A1DA881AB9B	1998	2	1	2	3	10	6	3	3
D4F1C684B54CB7A5BF4BDBB5F60E7351	1933	243	140	252	397	685	531	470	492
57B2A5B513FD14CA9EE9356E08A1BB43	2744	387	204	373	548	1016	768	719	740
29E4817805D8ED4A14B0896EC63A17D6	2841	387	204	373	548	1016	768	719	740
62CC8F30338DB39387D09A25DC4DE39F	3810	125	97	162	219	123	103	107	80
1C2B24D990F098EC1C1F224FD5A68DF0	954	191	81	308	251	264	186	306	196
B395765E6073DC0F2008EF0592A6F25D	3163	2279	1706	2263	2697	3027	3258	2125	2849
727A2EF449A3B6DD8F765397BE456D59	2236	213	142	199	199	360	320	309	288
4AB89DC96777FFDF10A0007D202C713E	1147	168	127	158	158	294	254	263	232
343EF697B40A4E300FDAA54C173EDDF7	1577	213	141	197	198	357	316	305	288
E5DE57D2D1188266458CFE7355151517	4907	11	6	17	11	20	10	20	10
637EEB103FFEAC62D213939B494487C4	4997	11	6	17	11	20	10	20	10
0A8D0E162C1A601D2329EB07B7BE9657	5828	5628	630	1367	764	1753	996	1422	1300
8CBA05C540E0372E4DB444B08179C4B0	916	4	1	1	3	14	3	10	0
F8D39EC069210CB144806F13DA65ACCF	522	3	1	1	2	10	3	9	0
2F708119A37442EB6B1EA264530AAF8D	1811	149	100	156	232	338	240	191	220
245731FBFCD4A826D2FAC49326BC9FB9	1492	318	148	298	309	249	338	230	279
275C19E02C387B0993C406B847731C4D	2435	490	283	462	511	501	684	448	480
45C1A9F5389C3E9974FB76E15BBE7A7E	5722	589	356	582	659	626	757	514	579
296C35E40497F7114135B062A452738C	2345	486	276	455	502	492	678	445	476
EFB32BD91B2A4F68B2133453D8F0E62D	2333	393	186	372	373	323	419	311	349
756C6FDAFD1A91CCED578C4DD1EBB98B	1453	340	157	322	345	264	352	238	284
DA982150228C92AC840F8D0A31B82503	7790	649	444	656	746	755	871	625	671
12C828251D36BDF9B285037653621AAD	2243	389	179	365	364	314	413	308	345
BD11AF2671EFD1B7379AE0E5AF218B49	2850	490	283	462	511	501	684	448	480
582B7C88768F36E15A43BA6C798EF2E2	11578	573	263	415	489	831	447	418	495
54F11C035482BBA6627B7BAA1B0F606C	5991	369	214	463	477	615	638	571	585
0282EACFF85EC824F4AFAF2BD6E11F08	2766	577	275	808	773	707	786	1076	952
EF7D131577B7FD580319157824F8D346	3383	577	275	809	773	708	786	1080	953
FAF71F17A3031736EC06FAA1279DB13C	2957	577	275	808	773	708	786	1080	953
FBDCF94B5129636C878A34CCBD0DA4B8	2373	116	43	79	94	198	70	132	126
EE95BBB50A4CD80268AAA31D4256366F	855	1576	763	1869	1858	1763	2751	2169	2364
25BA43D877857F40A572963B677E4858	1425	310	166	347	601	838	1156	830	1082
955204C5609AB7656601CC350B4C74A8	525	26	6	16	28	23	34	22	42
3D88199FEAAC028A5D184B8C59904FF5	9990	41	17	36	49	120	42	134	148
4619BA9511DF792A12595218515856B1	5049	50	24	50	59	209	77	236	220
BCC12C87E8BAB146E425B50318E211C7	4514	49	27	49	58	207	77	228	214
BBFF3A60C9D1546CBC21E549F6AFAA07	733	392	209	428	490	459	632	453	595
26F56FCA7EC79006C1F36759CA0E7D13	1928	12735	4758	6202	6445	8120	10609	7527	8740
4E0D608C1A1B78FCE75E46B7D95299DB	1665	12735	4758	6201	6445	8120	10609	7527	8740
9D5047E329562597CC6C6D6B6F3F263F	1900	12735	4758	6202	6445	8120	10609	7527	8740
16E0E59E3C0ED31AAE0E22F97A04E03C	768	1	1	0	1	0	1	0	0
8509C862B8E0AF36D03ECE9843A35CCC	772	0	0	0	4	0	0	26	0
AAFBE4CC170406F6870E5031A5AF1876	2748	1	0	2	1	4	2	10	3
BFE3E65293610DAFC8DEFD5D608E8FB9	1516	0	1	0	2	1	0	18	0
29D9A1811F397A22A5855CBA6AF4A3C5	1818	95	47	102	124	179	157	146	164
4355F3ABBB1864C3EA27534A6D3A17AE	1751	95	47	102	124	179	157	146	164
FA53EBABF47C6AF5A58CAE9579A390F7	2534	636	84	63	95	131	54	95	81
D6FC484DC3B2FB449B379C63EDBF6AE8	2651	3	3	3	0	2	1	9	0
497213FDD7C1625E8153D47D801C8BED	1779	3	2	2	1	1	1	8	0
0F1F37591963BF68543F13E7DA4EF580	282	7	12	1	34	28	45	53	30
21E51717A2469F619ADEF4A119F16934	2980	11	67	54	84	56	27	56	12
0E3F3050315275BB9F40AD93BD80FCCD	675	1738	1113	1697	1735	1184	1615	1396	1180
4D2954A14A723537F83C68080EC9BEFF	664	42958	32391	42799	53652	40238	51905	36527	45378
E34142115113244239AC657452BF835A	1112	42958	32393	42799	53653	40239	51905	36527	45378
B5AEBF77D7A8EF0D3B89EB32E644E1DC	533	42958	32391	42798	53652	40238	51905	36527	45378
BA461D5E7411134C14BDA35AB660AB9F	587	42957	32391	42798	53651	40237	51903	36522	45377
115F3B671E7FB2A50E1E16C642B7030E	3052	53	25	39	25	28	33	24	43
70CC9720D5FF6A71CA056041AEB1EF65	3297	53	21	37	24	23	34	22	36
EA13A4DEBCDC9DDC4CD8B217C6907F02	3157	53	25	39	25	28	34	24	43
AC969A21D6179BA5F887BD954D546B47	228	23	2	19	29	27	24	81	28
6B00A52FCC0D5816AAD72E898AFA513A	2834	775	178	348	197	2122	228	680	445
7BE772D07CEC263C1F00F463B4218F63	1731	774	179	348	197	2105	227	678	445
0044EFF0D9181074FC6857C115130D10	801	0	0	0	0	1	1	0	0
97C9D362D6A29ED08E09977659BF54DE	2339	0	0	0	0	2	1	0	0
B083377BC86612C44E399BBE2D919E5C	601	0	0	0	0	0	0	0	1
9616B13692A8035CEDC9FD537C20298A	1481	0	0	0	0	0	0	0	0
AE8D8F7EAD8F37171A0F74C64D00E42D	3028	33	24	43	49	84	52	47	59
47FBCABED5FEF8E9C118C3E89D6A8BE6	1113	328	177	355	349	374	253	239	252
48527259CAD69C8ADE5663E047534CE9	6621	165	110	172	247	275	273	237	253
F3A1D2AF9C508FDB416CD61C0D79B6E2	6250	165	110	172	247	275	273	237	253
81F8425474D02691C190D6EEC39CFEDD	1429	0	0	0	3	2	0	11	0
5098F2F3CEF0178A47BD9F65FB991370	11352	165	140	170	174	294	227	237	250
AFFF84A2497C1C1A2FB179AAD5CA77FE	3087	113	56	133	90	88	77	106	114
A8C57CBCA6D640B8033E234B3437238E	5117	253	196	251	444	412	490	393	451
E8C057BD9B5CC039B91440544A0FCEB3	5291	258	199	257	459	420	496	403	463
FA72765723BCEC22DF31D3B51A0BCFA3	5181	253	196	251	444	412	490	393	451
BCE4C11EF5C24DB1A301FB4C002E624F	1101	473	246	366	355	505	573	370	470
B29A71E3B997ADC3A828CC69D652D8CD	6523	1070	504	642	632	1079	1232	762	934
F534066E2E07D9EA7AA93479832BD94C	7121	44	50	55	95	120	123	117	107
823D0E2CF9C73CFC343F0DEE5E860159	6983	44	50	55	95	120	123	115	106
8AC0E67C151FD87629C929A8E8E62D29	1250	0	0	0	0	0	0	0	0
4ABABB75579EBBEC9F6125AD4B92D161	1283	0	0	0	0	0	0	0	0
3F18AD2225343007F79EFAF9295369D0	9702	1	0	0	1	1	0	0	1
C1C17BEF9663BAF5413299DD5E8DBEC1	198	3	0	0	0	1	3	1	0
00AD8297813539430E321A5B75AA401D	858	288	3	3	0	8	8	20	8
6A68D642E593C1F3C97B57B0D48C178C	702	0	0	0	0	0	0	0	0
E3327C25E5C7B0DA1557C6A63E1705B4	5916	0	0	0	0	0	0	0	0
45F043A133ADE5AED144B0D50D0C7BAA	6114	81	54	82	86	72	59	56	78
78C93504B4F320BE758270F62158ACE9	6040	81	54	82	86	72	59	56	78
6E4F3933495428E2023A68099F08C21F	735	968	603	858	802	339	398	329	367
2A54540A44FFC9DA24A34792712042D0	813	125	113	72	82	473	158	219	119
85D7D056178D6D192B86535415DB97E8	1701	187	126	145	170	151	154	109	133
F34B653B7E137154D6B3F59EC1771E07	4968	0	0	1	0	10	2	5	0
322AB9AD88C9B70FC6EBD4CE15CD1255	5109	0	0	1	0	14	2	8	0
FA5BD30A983AE6E440106EA0D6D1532A	1433	9	21	13	36	103	36	29	65
745AEE4F72603839F265D0121310F57F	1783	17	26	31	57	148	52	52	90
DBD9B99B887803135B7902D518ADEDCE	2270	17	26	31	57	151	52	52	91
1BD522D4C23ACC812D47110B9848B45C	2325	14	12	23	39	13	18	14	8
B26FE04133B28ED59B0D30103710D305	2493	14	12	23	39	13	18	14	8
5F8A3D23769DEF4CF07777038BCB2ABF	2224	14	12	23	39	13	18	14	8
F78B36C3C3F7F85E5F142CA257AFB61F	1879	0	1	1	0	3	1	0	0
84ED8094D408C3CAAFF68FB5852E4E39	2152	0	1	1	0	3	1	0	0
A258185A6693CB53027533144208A4D1	303	115	76	82	134	249	546	237	261
59DDCC48E549B215F27688C9DFE38E26	1055	8100	2158	8937	3986	1897	25550	14939	10986
7E9D370789B84C504AF9F7197D891679	2737	17	18	8	9	18	12	8	7
BB5041BD40F5E257BA3AFC562CEFD488	7233	1374	940	1246	1537	1716	1687	1442	1197
6E6026CB0D719B324C90EB88AD2936D1	7256	1379	943	1249	1542	1722	1692	1452	1200
6E4A2D1F5FC4EB50D4A228FF92E19605	7177	1374	935	1244	1535	1711	1679	1445	1193
5364543348EEE9179CC93AD7006221D6	7477	1374	935	1244	1535	1711	1679	1445	1193
A91628B6D5D75C6359DBA2B7A19A885F	7559	1374	940	1246	1537	1716	1687	1442	1197
96395B10C46DB191A2CE7402F1F2E099	2032	2	0	7	6	3	7	35	5
DA81F2D1A2668E632EDE0D30FB967E25	828	1104	432	576	661	802	1023	699	843
29AA8C6771BCAAF7A4C6ECB241227AE7	1875	43	4	37	20	35	62	74	54
2D71EED86873E770AABD046DBF62D7B2	867	28	15	24	26	46	109	82	73
9635430AD29BC4FA4BD5046FD9486381	672	427	4	16	19	28	129	51	93
245E59EB83F61C8B40BA6CB8DD528CDE	6249	2	0	0	1	2	1	1	1
B1B5B09CFEEAA8A046E5312301A00C89	1905	225	166	208	346	436	258	257	341
026792F21B220A6CEB54516E979D0A41	2565	0	0	0	0	0	0	0	0
7CFC7612A9C0D8465E228A8F1544FFCA	769	9034	5911	6560	8107	18747	11852	10064	8899
3424D9B20A8C7CCD46FB596D1BE892CA	1130	13	15	9	16	10	15	12	22
529A709F6730ABE88B18C72E17E18D3E	2078	191	88	231	368	238	347	176	275
0F174F07DED6C34EC0DE0E02CAD3BB65	1373	33	6	9	21	37	24	26	15
3BB51DF9C5C9B68DD4A9854D5D35C37D	1037	33	6	9	21	37	24	26	15
13E6AF6C554B85CC8B50E6E5A0882BF7	1665	0	0	0	0	0	0	0	0
0DB96F86A6F2D3BE88E12205639B453D	5714	738	765	562	663	326	411	314	290
54BDEDF0EE638EC84E704250960D16C7	5684	737	765	562	663	326	411	314	290
171252F1C96A5B8169AE8E1B53911F2F	1583	282	147	189	299	451	300	221	312
697836A1B1912A81FC42DA7F6ABDF41D	1859	292	149	193	307	460	313	227	327
D3E00402134278485646A9786CC34E4F	2624	390	223	305	460	706	505	337	487
F57002183BB4CC098181B01F4CF1E100	2786	390	223	305	460	706	505	337	487
8D12175E2E54EB3EE3D1EE90C6DA4F8C	1870	0	0	0	0	0	0	0	0
D9E5093A45586A01C5F7344A50B8BDF5	858	4	8	24	41	23	28	20	43
2D447E5C275E57CA459231D6CA0FF9AA	5573	2	0	2	1	44	7	4	2
2E91C7A608BBAC1D5F1148126D142211	5070	2	0	1	1	37	6	4	2
1D431D948D65507F9A52273F13BE0862	2998	2	0	0	1	17	0	0	1
CA5C832530344E81DFAF045CF3298F9D	835	0	0	0	0	0	0	0	0
D54C3A6610A583021053363ECCD44C2F	4379	0	0	0	0	0	0	0	1
76A9905DF3B571A60E560CB10335736C	1077	0	0	0	0	0	0	0	0
292A9946E95F9721571C4AB2673AE2BE	2457	48	50	63	101	117	184	125	188
602C85102946139BA129E5BD3407EDE9	354	14079	2052	7753	3845	36387	6928	15920	7282
4EE049CF02C774878148D2AA39C3D87F	1057	21450	3818	12109	6077	62251	11183	25754	11194
FB775F98BE2EE7F36D804FD6EE9E52D5	6458	435	851	617	888	541	407	366	724
76A6CC2D996F2535F55F50D585659F01	6274	429	846	610	879	535	407	364	717
945C6DB1325ED0F08C5FA769F554DE7E	1463	115	67	107	117	270	198	168	140
870372548C9D164B537A47727DF2FFED	3096	7	3	7	1	264	7	10	10
EF33991AEC12D414D136AE9CCA760A81	3162	7	3	7	1	264	7	10	10
23999955AC3E945F7EF42CA9E7EB24B3	2704	0	0	0	6	27	1	3	27
034231DC3F4175CECBA63616420FBA7C	4305	0	0	0	0	0	0	0	0
2B1B4EE8C3470167D6849EC685FB0652	3222	57	41	86	68	70	66	67	87
5A1AC5DD6C853E5F3D0E6F380501D53F	4764	17	25	31	38	49	39	32	25
7FE59F77B74A5A12237FF7A77292B73A	951	11	6	12	24	18	15	10	10
C0B5601CE61DB3A7313667EBF99E510D	1044	1190	682	910	1099	1389	976	927	1066
408745B88FF73DF56DF1AE6A5EF91B7B	255	291	136	226	199	264	183	140	226
D7E61C06DB59B527D9D0921C677090C3	1821	402	333	342	427	406	542	408	495
FAA4A3CB14EC478AFF956D20DCC0D2CA	972	244	181	203	247	225	312	215	291
21C21F03BD999F30DBDAD5976993E32E	1887	30	5	1	0	2	2	3	0
1C5B1F1770C5052A1A74B4671B21E9DE	1208	302	153	337	404	417	579	409	442
84C5EC0B46A4CD2F796C13165E1019D2	2807	0	0	0	0	0	0	0	0
5E8FDABB5C4C61757855C86B39C19D75	947	0	0	0	0	12	1	5	15
9B3662EE06552C8FD3555C391B9C2A21	1318	0	0	0	0	12	0	5	13
F5463E6286838B09D3623F3A35AC0ADB	4042	175	114	234	307	381	400	401	388
B43552DE9FE3C9C41CF55C42F789FF6A	4075	175	114	234	307	381	400	401	388
ACF771A094B8D89B67E741E2C9515D78	989	5	0	0	2	6	1	2	2
08AE7629D02B910131960FE2590B90D4	4774	95	42	60	86	93	57	57	49
7B37FF3116B36A59DAC4F9B34F3534CB	1832	1	0	2	1	1	2	2	0
22B18A4D08526BB325C4FB2D78B05AB6	903	12	10	23	22	22	24	24	31
55632217FC30FE9A7E5B2F46D16B9918	1335	58	25	28	25	46	41	18	34
672A45B86A2F4C6D7797163366AF991E	681	182	99	180	113	290	340	257	300
F48220AE8BB2C663B43D0837C1D26D62	1141	306	167	310	286	519	602	510	563
643151D129374C0BAC4204DF83D6427D	1004	304	166	307	277	512	594	500	547
51B999C53BA825980933D19E17EED887	103	0	0	0	0	0	0	0	0
F8EBEE743FAC2F78005AD178C6A19AB4	1331	35	19	37	16	46	15	20	31
14A576F53E3C184787CA0C0C215F27E7	1805	363	61	238	48	1452	138	572	148
B1A424EF75E3A97F00D140FE353199F7	2012	0	0	0	0	0	0	0	0
BEBF5C8C6CCCCCAC57BA052A2D65DDC7	2139	0	0	0	0	0	0	0	0
E59006145E9F9B8BABB7947C3EAD6AD0	7023	0	2	2	0	3	0	0	2
EB760E75A552000076A3C0A60D119017	3689	0	2	1	0	3	0	0	1
9289AD6A46440B8DCF7CFCCD11093342	885	89	28	70	62	125	95	88	98
5076260088ED660ABBB02E6AE86DDE0C	342	92	1	23	4	124	12	43	11
55BBD669348D7C411B16D95E12BDA978	860	147	153	299	547	400	602	380	654
FC9B52639D3D990ECC3595DECA10FA3F	2487	5	0	1	0	16	1	11	2
64B675E9629529881ED029B61CA6C040	2267	5	0	1	0	16	1	11	2
A894191CB7A81B9BDECE393EF84679D7	2302	309	2	8	1	33	25	31	1
F0FEE4BC1C1A25F03E13379165812227	1726	309	2	8	1	33	25	31	1
4F6325F90BE3E51B762E51050D471EE7	722	73	1	0	0	6	10	8	0
8589BC8402C97391BCECBC06F019A9A5	552	155	66	121	124	221	98	109	109
8354E287C22D6DBA74AA935618AA264E	2950	26	10	23	53	49	55	35	68
7F185F2D22595BE2A610121C54D740FB	1267	14	17	13	15	21	11	14	19
01590F778C3908EA1CC684C9DCE82E8A	1611	13	17	13	15	21	11	14	18
75AD798A856A8B9EE4FAD9C601ACCA63	291	0	0	0	0	0	0	0	0
A836A296589805192276292680C1AC5F	5627	3129	1518	2907	2718	6133	2764	3609	2748
AEBA9CE9249330E6C73FF46B8B051E92	990	593	231	506	438	773	380	498	517
2AC6E044AD44A146F56BF68547BD516A	1164	593	231	506	438	774	380	499	517
2A145024FB0F6431E1499478727AC490	1455	0	0	0	0	0	0	0	0
ACEE314F6ACDD7A78810F1EC1BBD0D94	2154	2255	3161	2394	3193	2638	5906	2849	3726
A0387E4680C314BEA043BCFB06571CF1	4194	32	28	19	46	33	53	37	33
809D83137F34B09B0A39FEF908186880	1644	24	16	16	32	18	25	18	28
0CE40A4ED811F6B3E25CA8A5AA37A05F	3438	236	177	274	270	404	237	235	222
9975F015AC0C0C4245F8AC8EE1D8BB52	3421	236	177	274	270	404	237	235	222
4E9D649CFCCD6B45C4B095065CD3715E	1923	378	1	0	0	4	0	1	2
EDF32B977660B7BABE0AED083431A56C	1981	378	1	0	0	4	0	1	2
F211B9FBF7A4FC4FCC9632BC12EC21C0	2272	378	1	0	0	4	0	1	2
AC8AF966B67F0A452CA4B2A317DDD284	2990	378	1	0	0	4	0	1	2
2CFC263BC16C6E7A3B17D89721EE491C	2692	378	1	0	0	4	0	1	2
E8CEB21B9328CFA2A9CF0AC730C943F6	919	85	32	57	58	91	60	70	88
07647983CD1CC74C3BBFA92012D1DF15	745	41	7	24	27	47	33	32	30
8691CFCAD78763612F718CC4F255AD40	373	5	10	7	22	25	33	26	57
1B9F4856A54CDA4BB5F6CD329BCFB9EF	2073	0	0	1	0	0	0	0	0
DC292F13DA7A1528F6BB711C8BCD6F94	1519	0	0	1	0	0	0	0	0
FE661793BF4ABC9381F39A3E2EE36AD8	2605	1972	1276	1756	2651	3383	2133	1791	2280
F0D2E364275C60B27B1FBF0833E4DC3B	303	0	0	0	0	0	0	0	0
27F97D2FB0818B1E468763B1C993A287	2598	97	50	95	125	104	95	93	111
B79A0CFF6B509DACBF8A4AC900E246A4	727	0	0	0	0	0	0	0	0
8B8588E1BDC4B04855629D9336B5648F	882	0	0	0	0	0	0	0	0
DAC052C2D1AC4C77988A9CAB17A5236E	681	212	101	187	258	227	290	202	242
AE4AC3E597D5901356F314C696A11FD3	10524	15847	4289	4984	5214	6397	18319	11941	14213
427E782548728E38288665CC1C48B742	3062	100	2	7	6	23	13	16	16
7A1C69CC6BCEB88C9F844887CBAD61EF	2233	0	0	1	0	7	1	1	0
C45FDCFDA74A8C149B792F5CF19E37E8	2726	0	0	1	0	7	1	1	0
6B1D7134E0D0560183FC25B3CCE42D1E	1509	0	0	0	0	0	0	0	0
7C8AFD85B85DD6C5916FE743C1D6B46B	1534	0	0	0	0	0	0	0	0
B914EEE621C2A56C19FF5D33E5A3ADCB	3987	243	118	270	370	561	448	400	443
D7EE9390C599E2A82118348415A2B543	3270	46	31	43	60	114	92	79	106
2785F83B847DBF36E4FE2D7A3A4E608B	4160	55	36	51	72	139	106	97	127
F820C96C1FF39818C2FDD22747FFA594	3736	41	35	41	61	105	87	69	102
40EB45BC05B2DA5EE805EDE3DA59D23D	3650	55	36	51	72	138	106	97	124
E7128EAFF1A20D8D06BCB650D4C9E08A	3226	41	35	41	61	104	87	69	99
C09FCAC70AAA8B89CD68DEDBB5246F44	3780	46	31	43	60	115	92	79	109
6730D808CB3A9F087AD12EAB02AE670E	4156	0	0	0	0	4	2	1	1
6859400B31B8A375D043E701E82711BE	3143	1602	781	1267	1321	1274	1116	991	1019
853D3FB62E852D48AB2404EC8075EE27	2138	1425	748	1209	1277	1091	1002	833	948
9FFABCC8F8C94CDF7655FAB66B8888C7	2789	1597	778	1263	1320	1270	1111	988	1017
1E3ABCEB426676FE23C6B320374696C2	1914	1594	778	1263	1320	1266	1109	988	1017
731BE5CA94CEA971D965DE7AFA24CA4A	2562	1882	836	1365	1397	1539	1327	1248	1184
1C7CD6532447165779494C648F1528E2	1804	1428	748	1207	1277	1090	1000	831	947
D19AF947616E27E87DE2FB816363A781	1556	836	382	740	764	562	560	466	576
32F1F406041D8DD5ED6E82CE48FD2B31	1537	1185	585	1040	1069	851	793	685	791
5EDCB2C6A6A8347C2F36FE1AFA996898	1908	91	101	213	405	799	449	305	743
B422CA5C1645C6BBB6E668D179C02BEA	6929	124	120	183	175	189	171	145	154
70B831F9F3EF25D91F38931F5AFBA2A5	772	29725	20468	27924	37808	30855	40701	24828	33956
24657AFA7ED8E6E22930B18C070BA9A1	943	29736	20477	27953	37841	30882	40740	24859	33993
A08BE60FA9C518E5E5CA640DAAFC97A8	521	29725	20468	27924	37808	30855	40701	24828	33956
1CFB41ECA33E0D1303C2DB6E82D984B9	790	0	0	0	0	0	0	0	0
E5E4072A6CA6B34935337F2383360887	826	0	0	0	0	0	0	0	0
1CC5BF73611B58FFB91FCF2A8F338869	468	0	0	0	0	0	0	0	0
392218E139837A502B8EB11D5100BEE2	1152	43	23	60	98	168	198	169	213
53AA8BC9B1575E6A8965B11A329FC6AC	357	0	7	18	18	42	21	16	61
914184A5827428E3CFA8C1913027777A	1019	650	195	417	502	1491	697	849	760
68043CD2E29AF177CF4A72A1A307B972	303	4	8	14	18	67	66	22	85
862E4EE78BDCADEE5FCC4BCC1ACDEB2A	4573	2	1	1	3	5	2	14	14
1FE0DFA615B4107CC58C8261F3120F31	2993	2	1	1	3	5	2	13	14
20BBFF23A8A4252CE5BFB54DA869BB3F	1929	146	26	81	60	190	76	136	98
DDEE8E249F99B0F69BE87364E92F3C17	7193	217	152	275	336	492	391	387	456
41676670B25B651D59932DA891A61E1F	8954	221	152	275	336	498	391	392	456
E1BFBD35C9FC3FA142E7E9BA21210DE2	7681	221	152	275	336	498	391	392	456
B49F97293EE9EB3F248E6C8AF64EE139	7036	221	152	275	336	498	391	392	456
016CA38A14BF7E5B9BECCE7301061ED3	4339	174	122	197	209	226	131	205	187
AD67CF09ABD277A3F068E05B9E9C5D3A	8154	218	152	275	336	492	391	387	456
C31DD4E7E3CBFB3E9E53AEDB4C6E6444	6592	8	14	12	9	15	10	11	26
D561123691A66C49218CB5A843329DA2	6688	8	14	12	9	15	10	11	26
97DB4F8FD4F3FF2C6750F0900A38C144	5992	6	12	10	8	13	9	9	22
47DD216213FC534BC178D6ADB456CBA3	6676	8	14	12	9	15	10	11	26
431E35014A043556B80148F94E9D705F	9233	11	17	15	11	22	16	15	37
47D31EB2A95C28557EE19FED96657C33	6798	11	14	13	14	16	10	11	26
10A0C29EBA56051DECC3DB5E126B20F3	8537	9	15	13	10	20	15	13	33
FA0CD58236E59F032767C1564B2479DC	6882	11	14	13	14	16	10	11	26
A6976390B52F429A89DF18155292C439	5550	5	10	10	7	13	9	8	21
433E70472AE7EC2DDE37F6B600C1FE90	6894	11	14	13	14	16	10	11	26
4655752062352D36946C819CC4D15154	1527	0	0	2	0	0	0	0	0
935545DAA2B7E412F9DE2716AD45F349	1664	0	0	2	0	0	0	0	0
813FAAA3DBDC3AFE3B9F76AC23E060A9	1760	0	0	2	0	0	0	0	0
0EBB9419612576AF3DFEAE3108CF5D47	1910	0	0	2	0	0	0	0	0
101B7C1B1165DDCD72ECFB7F900454EA	1543	0	0	2	0	0	0	0	0
BDF490675C666BBC73DAA2F0DA432C93	2006	0	0	2	0	0	0	0	0
89395A6F43B88E1BF2C3B34BA4ACCA79	840	0	0	1	0	0	0	0	0
9EE86577D2DC8BF2C1619FC3FB1BE5C8	1977	12	6	3	9	9	22	8	13
74BE3000C90CAE28315679944B216044	5683	209	259	473	613	650	589	548	707
CC4811EDFC1FBADB7E08CC5282C012E4	5272	205	223	417	473	492	433	472	571
71C706601B66FEC86533AB34F8FC1903	6207	209	294	492	705	776	733	605	820
A2B5F908563014DC043CA53F1FF19B12	5984	209	294	492	705	776	733	605	821
F675A26CC56485F3000A9E289BEC4B84	5451	538	426	739	1067	1428	1360	920	1389
C1FE1EE21646128E29BA58D42B1D445F	880	149	82	213	257	256	263	209	311
